# t (s)	mx ()	my ()	mz ()
2.5699066712620577e-09	6.755494e-06	-3.061723e-08	0.9749054
2.5809039285128e-09	-6.4329797e-06	-1.3644458e-06	0.97490543
2.590679433759881e-09	6.510978e-06	5.9156446e-07	0.97490543
2.600454689781022e-09	-6.757371e-06	-8.881325e-07	0.97490543
2.6102297353230952e-09	6.35421e-06	7.869676e-07	0.97490543
2.6200051039510013e-09	-7.1323448e-06	-5.9744343e-07	0.9749053
2.629780052070884e-09	5.9638405e-06	7.2829425e-07	0.97490543
2.6407765921287604e-09	-7.2148687e-06	-8.3609484e-07	0.97490543
2.6505519887846877e-09	5.4876436e-06	7.079216e-07	0.97490543
2.6603271223998197e-09	-7.543087e-06	-1.0027143e-06	0.97490543
2.6701019600226914e-09	5.464797e-06	3.0372757e-07	0.9749054
2.6798768147231563e-09	-7.5293356e-06	-1.1958182e-06	0.9749054
2.6908733376005234e-09	5.267284e-06	1.7188722e-07	0.97490543
2.7006480474317067e-09	-7.1087125e-06	-1.5729456e-06	0.9749054
2.710423120335067e-09	5.6717545e-06	-3.1664968e-08	0.9749054
2.720197553327786e-09	-6.944465e-06	-1.4975667e-06	0.97490543
2.7299726579349855e-09	5.944632e-06	-7.273047e-08	0.9749054
2.7409694358396305e-09	-6.3749903e-06	-1.4888938e-06	0.97490543
2.750744204525896e-09	5.8276637e-06	2.8521754e-07	0.97490543
2.7605190205982874e-09	-6.5088243e-06	-1.1863885e-06	0.9749054
2.770293971925044e-09	5.9228623e-06	4.0512532e-07	0.9749054
2.7800688898260283e-09	-6.659815e-06	-9.026844e-07	0.97490543
2.7898436985407147e-09	5.7735597e-06	4.3562613e-07	0.97490543
2.8008399737939177e-09	-6.5522618e-06	-9.719806e-07	0.9749054
