# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1.0100000000000003e-06	0.0025603364	0.0007459335	0.8709353	0	0	-0.10500001
1.0200000000000002e-06	0.0012467973	0.0029169507	0.8713688	0	0	-0.09999996
1.03e-06	0.0011233089	0.0010056463	0.871756	0	0	-0.09499997
1.04e-06	-0.0008764692	-0.0059010983	0.8726048	0	0	-0.09000001
1.05e-06	-0.002507685	0.0011569073	0.87262315	0	0	-0.08500003
1.0599999999999998e-06	-0.0017469928	0.00010713855	0.872533	0	0	-0.07999997
1.0699999999999997e-06	0.0003943056	-0.0034103228	0.8725365	0	0	-0.075000025
1.0799999999999996e-06	0.0003539851	-0.0025568537	0.8723895	0	0	-0.06999998
1.0899999999999995e-06	0.002951044	0.0041533993	0.8730215	0	0	-0.06500005
1.0999999999999994e-06	0.0010818138	0.0013758697	0.87331635	0	0	-0.05999995
1.1099999999999993e-06	0.0012976639	0.0015512242	0.8740043	0	0	-0.055000003
1.1199999999999992e-06	0.00048292853	-0.0065561635	0.8734444	0	0	-0.04999998
1.1299999999999991e-06	0.0002249537	0.0046698274	0.8741889	0	0	-0.045000006
1.139999999999999e-06	-0.00022416709	-0.002278149	0.87337416	0	0	-0.039999984
1.149999999999999e-06	-0.0024038197	0.0032099742	0.875225	0	0	-0.03499999
1.1599999999999988e-06	0.0016012003	0.0022793494	0.8745435	0	0	-0.029999975
1.1699999999999988e-06	-0.0024242066	-0.0016309215	0.875515	0	0	-0.02499999
1.1799999999999987e-06	-0.0028162624	0.0009617374	0.8755228	0	0	-0.019999992
1.1899999999999986e-06	-0.0020372937	-0.0012220538	0.87624747	0	0	-0.014999988
1.1999999999999985e-06	0.0021728424	0.00053973467	0.87607765	0	0	-0.009999996
1.2099999999999984e-06	0.0038500824	-0.0006739114	0.8759347	0	0	-0.004999998
1.2199999999999983e-06	0.0007803537	-0.00010626683	0.8759714	0	0	0
1.2299999999999982e-06	-0.0029401216	0.0020179446	0.87609106	0	0	0.004999998
1.239999999999998e-06	-0.0025160643	0.0036733614	0.87652916	0	0	0.009999996
1.249999999999998e-06	-0.0037270861	-0.00016924387	0.87684786	0	0	0.014999988
1.2599999999999979e-06	-0.0019346582	0.00022746483	0.87711775	0	0	0.019999992
1.2699999999999978e-06	-0.0039086645	0.00051447685	0.8768565	0	0	0.02499999
